Well ID,Avg Pump Difference,Area,Lateral Length,Fluid System,TVD,Development Strategy,DELAYED,BOUND_CODE,PARENT_CODEV_1050_WELL_COUNT,PARENT_IN_ZONE_MIN_HYPOT,PARENT_1050_WELL_COUNT,PARENT_3000_AVG_HYPOT_DIST,PARENT_3000_WELL_COUNT,CODEV_IN_ZONE_MIN_HYPOT,CODEV_1050_WELL_COUNT,CODEV_3000_AVG_HYPOT_DIST,CODEV_3000_AVG_TVD_DIST,CODEV_3000_AVG_WELL_AGE,CODEV_3000_MEDIAN_WELL_AGE,CODEV_3000_WELL_COUNT,Pressure Gradient (psi/ft) new,Soak Time,Avg Open Pressure,SD Open Pressure,Avg Close Pressure,SD Close Pressure
299,18.04,Canyonlands,15400,Campbell,8335,Mountain Dew,0,10001001,2,2746,0,2678,4,562,2,1556,21,7.1,16,7,0.531855836,268,2068.565102,280.1,695.83793,299.4
300,-4.78,Petrified Forest,15100,Campbell,8445,Mountain Dew,0,10001101,4,2277.901367,0,1875.880249,0,810,4,821,308,0,0,5,0.49136987,66,2436.730435,222.2,1899.344348,637.9
301,48.35,Petrified Forest,15200,Williams,8440,Mountain Dew,0,10000001,2,2370.287109,0,1797.13501,0,852,2,1311,314,1.2,1,5,0.470620779,63,2457.795237,288.6,1992.997284,962.8
302,58.35,Petrified Forest,15000,Williams,8445,Mountain Dew,0,10001101,4,2277.901367,0,1875.880249,0,810,4,821,308,0,0,5,0.468503159,159,2241.876345,227.7,1698.000908,563.6
303,40.1,Petrified Forest,15000,Williams,8440,Mountain Dew,0,10000001,2,2370.287109,0,1797.13501,0,852,2,1311,314,1.2,1,5,0.47359954,140,2386.939138,200.7,2288.120062,523.7
304,15.32,Petrified Forest,15000,Williams,8445,Mountain Dew,0,10001101,4,2277.901367,0,1875.880249,0,810,4,821,308,0,0,5,0.484089323,267,2540.766233,230,1784.032197,669.1
305,6.63,Sequoia,15600,Campbell,8450,Orange Crush,0,11000001,3,2481,0,2708,3,651,3,1161,352,0.7,1,7,0.528331752,62,3037.413451,141.2,2887.576283,652.3
306,55,Mount Rainier,16600,Williams,9465,Orange Crush,1,11111001,6,1066,2,2027,20,800,4,1555,631,12.9,22,15,0.527794988,189,3085.054913,231.1,2688.717968,386.9
307,50.44,Petrified Forest,15100,Williams,8440,Mountain Dew,0,10000001,2,2370.287109,0,1797.13501,0,852,2,1311,314,1.2,1,5,0.469866159,288,2417.846164,201.5,1946.511574,613.9
308,69.27,Mount Rainier,16600,Campbell,9465,Orange Crush,1,11111001,6,1066,2,2027,20,800,4,1555,631,12.9,22,15,0.520210586,130,2939.106995,246,2116.195991,529.5
309,14.12,Mount Rainier,16500,Williams,9465,Orange Crush,1,11111001,6,1066,2,2027,20,800,4,1555,631,12.9,22,15,0.542580394,272,3243.973159,362.3,2269.934221,700.8
310,49.09,Big Bend,10300,Campbell,10040,Coke,1,11111101,2,1468,1,2520,24,697,1,1433,12,16.7,25,3,0.567692327,304,2576.607895,172,1669.167595,799.4
311,27.6,Big Bend,10300,Campbell,10025,Coke,1,11111001,3,1397,2,2257,20,720,1,1913,15,-16.7,-25,3,0.577057303,420,3564.462932,2145.8,1711.648042,673.1
312,19.7,Big Bend,10300,Campbell,10030,Coke,1,11111011,2,1419,1,2221,20,720,1,1433,12,-16.7,-25,3,0.580499989,431,2752.443301,194.1,1687.591143,541.1
313,7.44,Acadia,10000,Campbell,8160,Coke,1,10001000,2,616,1,1870,7,569,1,1601,44,5,5,4,0.567118068,126,3344.959992,198.1,2437.362986,440.8
314,58.71,Grand Teton,7600,Campbell,10665,Coke,1,11111000,2,1012,1,2390,25,866,1,2114,1595,-27.3,-41,6,0.507677464,49,2601.023124,153.4,2403.99092,784.6
315,39.6,Grand Teton,7800,Campbell,8420,Orange Crush,1,11001111,5,2570,1,2339,23,304,4,1401,635,-1.5,-1,13,0.51518029,131,2499.870135,149.5,1779.067449,881.3
316,65.98,Grand Teton,7800,Campbell,8440,Orange Crush,1,11001111,4,1426,3,2206,27,571.7089233,1,417,258,0,0,1,0.504823171,171,2521.704779,183.5,1900.088888,727.8
317,24.23,Everglades,15600,Williams,8790,Mountain Dew,0,10001001,4,930,1,2421,8,872,3,1182,311,1.2,1,5,0.497105243,91,2608.988542,267.1,2300.207811,683.9
318,5.61,Great Sand Dunes,14400,Campbell,9320,Orange Crush,0,11111000,5,2119.584961,0,1961.406494,0,736,5,1570,568,-4.8,14,19,0.566336185,119,3301.25279,388.2,2736.395575,562
319,-10.63,Great Sand Dunes,15300,Campbell,9320,Orange Crush,0,11111000,5,2119.584961,0,1961.406494,0,736,5,1570,568,-4.8,14,19,0.575894236,423,3170.934229,260.6,2693.813374,573.7
320,38.08,Everglades,15600,Williams,9485,Mountain Dew,1,11111110,6,1339.984375,2,1915,5,831,4,1762,286,-19.7,-30,13,0.491919087,174,2556.699361,195.6,2494.365764,642.8
321,,Acadia,10100,Campbell,8160,Coke,1,10001000,2,616,1,1870,7,569,1,1601,44,5,5,4,0.574595356,328,3560.694259,289.6,2930.985972,523.6
322,24.65,Everglades,15600,Williams,8870,Mountain Dew,0,1110,3,2780,0,2629,3,858,3,1024,318,-1.2,-1,5,0.496947973,234,2626.137461,881.4,2492.693397,532.6
323,13.46,Yosemite,10300,Williams,8160,Coke,1,10001000,2,616,1,1870,7,569,1,1601,44,5,5,4,0.551499067,142,2459.688457,208.3,2144.941593,623.3
324,3.55,Guadalupe Mountains,15300,Campbell,9115,Orange Crush,1,11111100,5,1454,4,1933,22,1040,1,1377,776,0.3,0.5,4,0.558487803,75,3424.968388,148.3,3046.566356,527.5
325,2.86,Great Smoky Mountains,10300,Campbell,7820,Orange Crush,1,10001111,4,878,2,2146,20,1015.56012,2,721,704,-0.5,-0.5,2,0.523480475,64,3033.434898,246.4,2767.646172,566.1
326,-12.69,Great Basin,12700,Campbell,9250,Pibb Extra,1,11011001,8,915,3,1910,9,283,5,565,230,0,0,5,0.56427,176,2930.4,142.7,2797.3,746.3
327,-6.8,Great Basin,10300,Campbell,9250,Pibb Extra,1,11011001,8,915,3,1910,9,283,5,565,230,0,0,5,0.568211579,51,2853.885895,413,2973.888742,749.2
328,17.82,Great Basin,12900,Campbell,9250,Pibb Extra,1,11011001,8,915,3,1910,9,283,5,565,230,0,0,5,0.551652783,266,2840.058261,163.8,2764.23913,985.4
329,6.86,Guadalupe Mountains,15400,Campbell,9115,Orange Crush,1,11111100,5,1454,4,1933,22,1040,1,1377,776,0.3,0.5,4,0.557116681,223,3414.087611,220.5,3055.667257,387.7
330,2.5,Great Basin,10100,Campbell,9250,Pibb Extra,1,11011001,8,915,3,1910,9,283,5,565,230,0,0,5,0.564321968,158,3140.505725,242.6,2877.810012,816.5
331,2.13,Great Basin,10200,Campbell,9250,Pibb Extra,1,11011001,8,915,3,1910,9,283,5,565,230,0,0,5,0.558141283,339,2873.946195,193.7,2550.788826,861.8
332,30.86,Great Smoky Mountains,10300,Young,9895,Coke,1,11111000,3,285,2,2335,29,871,1,876,9,0,0,1,0.51261445,296,2937.778684,223.9,2642.348057,748.3
333,-0.78,Great Basin,10300,Campbell,9250,Pibb Extra,1,11011001,8,915,3,1910,9,283,5,565,230,0,0,5,0.565693788,227,2959.448773,145.2,2590.599346,843.5
334,24.22,Yosemite,10300,Williams,8160,Coke,1,10001000,2,616,1,1870,7,569,1,1601,44,5,5,4,0.552479532,42,2838.529611,748.5,2302.328134,698
335,5.66,Guadalupe Mountains,15300,Campbell,8160,Coke,1,10001000,2,616,1,1870,7,569,1,1601,44,5,5,4,0.557613765,368,3553.95075,205.8,3150.969604,389.4
336,2.51,Sequoia,10300,Campbell,9085,Orange Crush,0,11110101,7,2075.80127,0,1972.492798,0,624,7,1593,610,-0.3,-2,21,0.526523549,40,3141.537437,235.4,2888.534937,389.9
337,20,Yosemite,10300,Williams,8160,Coke,1,10001000,2,616,1,1870,7,569,1,1601,44,5,5,4,0.554235728,119,2970.618007,256.7,2431.078199,733.4
338,5.16,Sequoia,10300,Campbell,9085,Orange Crush,0,11110101,7,2075.80127,0,1972.492798,0,624,7,1593,610,-0.3,-2,21,0.525489448,111,3258.339746,303.3,2699.552713,269.6
339,37.6,Sequoia,10300,Campbell,9085,Orange Crush,0,11110101,7,2075.80127,0,1972.492798,0,624,7,1593,610,-0.3,-2,21,0.512830484,155,3247.780777,333,2846.921185,229.7
340,24.61,Denali,10300,Williams,10245,Coke,1,11111000,0,1225,0,2533,34,1361,0,1401,14,0,0,1,0.545678801,43,2527.246172,644.1,2177.977414,778.2
341,13.59,Denali,10300,Williams,10245,Coke,1,11111000,0,1225,0,2533,34,1361,0,1401,14,0,0,1,0.550209764,124,2557.76257,150,2405.186841,770.4
342,10.3,Grand Teton,15700,Young,9480,Orange Crush,1,11011111,5,921,2,2144,40,880,3,1072,340,1.2,1,5,0.520696448,49,2503.979561,175.2,2432.650212,399.6
343,75.63,Grand Teton,15700,Young,9480,Orange Crush,1,11011111,5,921,2,2144,40,880,3,1072,340,1.2,1,5,0.495240451,59,2302.201062,174.7,2088.177345,374.5
344,62.6,Grand Teton,15800,Young,9480,Orange Crush,1,11011111,5,921,2,2144,40,880,3,1072,340,1.2,1,5,0.50039624,150,2549.867003,173.1,2577.422493,422.2
345,,Acadia,10200,Campbell,8160,Coke,1,10001000,2,616,1,1870,7,569,1,1601,44,5,5,4,0.617175215,376,3216.094727,232.1712341,2598.995714,820.5
346,5.99,Glacier,18200,Williams,8335,Mountain Dew,0,10001001,2,2746,0,2678,4,562,2,1556,21,7.1,16,7,0.541321313,815,3266.242716,164.7,2844.170027,789.4
347,5.31,Acadia,10300,Campbell,8160,Coke,1,10001000,2,616,1,1870,7,569,1,1601,44,5,5,4,0.611224011,427,2754.731089,367.6,2863.03309,1295.5
348,5.38,Glacier,18200,Williams,8335,Mountain Dew,0,10001001,2,2746,0,2678,4,562,2,1556,21,7.1,16,7,0.541566674,988,3375.251928,857.2,2958.170289,716.9
349,4.09,Grand Canyon,10300,Williams,8350,Orange Crush,0,11001000,3,1348,0,2168,9,650,3,695,313,0.7,1,3,0.56853128,108,2928.200185,238.2,2381.445271,525.2
350,37.96,Grand Canyon,10300,Williams,8350,Orange Crush,0,11001000,3,1348,0,2168,9,650,3,695,313,0.7,1,3,0.554243067,114,2747.262178,217.9,2309.826087,653.4
353,68.21,Mount Rainier,7700,Williams,10365,Coke,1,11111000,4,1508,3,2213,35,1000,1,1000,10,0,0,1,0.512639804,245,3056.211966,212,2032.922355,533.8
354,29.18,Mount Rainier,7700,Williams,10300,Coke,1,11111000,3,1266.686035,3,1923,24,1301,0,1302,12,0,0,1,0.530874004,315,2969.985594,230.1,1821.549742,314.5
356,30.42,Mount Rainier,7700,Williams,10355,Coke,1,11111001,3,2854,3,2151,47,1492,0,1492,11,0,0,1,0.530376286,355,2966.579531,158.1,1818.19282,360.6
